"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap","priceChangedFiveDayPercent","priceChangedOneMonthPercent","priceChangedThreeMonthsPercent"
"HTC","HNX","Hocmon Trade Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2010-05-07",16499993,372899841800,"N/A","N/A","N/A"
"HTE","UPCOM","Ho Chi Minh City Electric Power Trading Investment Corporation","Utilities","Utilities","Electricity","Conventional Electricity","2017-07-24",23608165,114963570645,1.82,0,"N/A"
"HTG","UPCOM","Hoa Tho Textile - Garment Joint Sock Corporation","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-06-14",30003075,1055358163125,-1.14,-8.81,-19.32
"HTH","UPCOM","Vinacomin - Pilot Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2021-07-23",404400,40035600000,"N/A","N/A","N/A"
"HTI","HOSE","IDICO Infrastructure Development Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-12-20",24949200,466550040000,1.07,"N/A","N/A"
"HTL","HOSE","Truong Long Engineering and Auto Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","2011-01-10",12000000,252000000000,"N/A","N/A","N/A"
"HTM","UPCOM","Hanoi Trade Joint Stock Corporation","Consumer Services","Retail","General Retailers","Broadline Retailers","2018-05-04",220000000,3849275500000,"N/A","N/A","N/A"
"HTN","HOSE","Hung Thinh Incons Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2018-11-12",89116411,3332953771400,3.21,7.22,0.67
"HTP","HNX","Hoa Phat Textbook Book Joint Stock Company","Consumer Services","Media","Media","Publishing","2006-12-14",91804980,4305653562000,18.98,18.98,"N/A"
"HTR","UPCOM","Ha Thai Railway Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Railroads","2017-02-22",1500700,16507700000,"N/A","N/A","N/A"
"HTT","UPCOM","Ha Tay Trading Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","2017-07-05",20000000,41300000000,"N/A","N/A","N/A"
"HTV","HOSE","Logistics Vicem Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2006-01-05",13104000,178214400000,"N/A","N/A","N/A"
"HTW","UPCOM","Ha Tinh Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2016-12-14",20400893,204008930000,"N/A","N/A","N/A"
"HU1","HOSE","HUD1 Investment And Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2011-11-03",10000000,101000000000,2.48,8.91,-7.92
"HU3","HOSE","HUD3 Investment and Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2011-03-18",9999944,71099601840,-0.7,"N/A","N/A"
"HU4","UPCOM","HUD4 Investment and Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-01-29",15000000,163005000000,0,-1.85,-12.04
"HU6","UPCOM","HUD6 City and Housing Development Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2015-11-19",7500000,60000000000,"N/A","N/A","N/A"
"HUB","HOSE","Thua Thien Hue Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2019-02-26",19057316,533604848000,-0.36,-1.79,12.14
"HUG","UPCOM","Hung Yen Garment Corporation - Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-12-18",16259725,643885110000,"N/A","N/A","N/A"
"HUT","HNX","Tasco Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-04-11",348631965,10180053378000,0.34,-4.11,-5.14
"HVA","UPCOM","HVA Investment Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2015-07-30",13650000,92820000000,"N/A","N/A","N/A"
"HVG","UPCOM","Hung Vuong Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2009-11-25",227038291,724933263163,"N/A","N/A","N/A"
"HVH","HOSE","HVC Investment And Technology Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2018-11-30",36949995,257171965200,1.58,5.17,-6.47
"HVN","HOSE","Vietnam Airlines Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Airlines","2017-01-03",2214394174,39084057171100,1.42,3.97,-1.42
"HVT","HNX","Viet Tri Chemical Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2009-05-08",10988059,560391009000,0.98,-4.9,"N/A"
"HVX","HOSE","Vicem Hai Van Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2010-09-28",38525250,198075442500,2.94,11.95,-4.82
"HWS","UPCOM","Thua Thien Hue Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2018-07-27",87600000,1098928608000,2.38,"N/A","N/A"
"IBC","HOSE","APAX Holdings Joint Stock Company","Financials","Financial Services","Financial Services","Specialty Finance","2016-10-25",83150661,1613122823400,-0.26,0.52,-3.09
"IBD","UPCOM","Binh Duong General Printing Joint Stock Company","Consumer Services","Media","Media","Publishing","2019-05-24",9000000,82800000000,"N/A","N/A","N/A"
"IBN","UPCOM","Newspaper Nghe An Printing Company Limited","Consumer Services","Media","Media","Publishing","2021-05-17",1776800,41402040000,"N/A","N/A","N/A"
"ICC","UPCOM","Industrial Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-06-01",3800000,144400000000,"N/A","N/A","N/A"
"ICF","UPCOM","Incomfish Corp","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2007-12-18",12807000,39509595000,3.23,3.23,"N/A"
"ICG","HNX","SONG HONG Construction Joint stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-04-21",20000000,156390800000,-6.74,"N/A","N/A"
"ICI","UPCOM","Industrial Construction and Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-07-06",4000000,25200000000,"N/A","N/A","N/A"
"ICN","UPCOM","IDICO Investment Construction Oil and Natural Gas Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2015-06-12",11999985,1103998620000,20.11,"N/A","N/A"
"ICT","HOSE","Joint Stock Company for Telecoms and Informatics","Technology","Technology","Software & Computer Services","Software","2020-01-15",32185000,563237500000,0.57,1.71,5.71
"IDC","HNX","IDICO Corporation - JSC","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-11-24",300000000,21713995328200,3.19,8.25,32.93
"IDI","HOSE","I.D.I International Development & Investment Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2011-06-30",227644608,4735007846400,6.01,8.65,-25
"IDJ","HNX","IDJ Vietnam Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-09-13",166138903,2966682300300,3.51,11.11,1.64
"IDP","UPCOM","International Dairy Products Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2021-01-07",58945472,9219071820800,"N/A","N/A","N/A"
"IDV","HNX","Vinh Phuc Infrastructure Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-06-01",25227906,1142824141800,1.55,2.87,-13.47
"IFS","UPCOM","Interfood Shareholding Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2016-11-16",87140984,1795104270400,"N/A","N/A","N/A"
"IHK","UPCOM","Aviation Printing Joint Stock Company","Consumer Services","Media","Media","Publishing","2010-03-04",2141928,42410174400,"N/A","N/A","N/A"
"IJC","HOSE","Becamex Infrastructure Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-04-19",217097323,5047512759750,-3.23,10.97,11.4
"ILA","UPCOM","ILA Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2017-11-28",18529939,104156787119,1.75,5.26,-43.86
"ILB","HOSE","ICD Tan Cang - Long Binh Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2019-05-15",24502245,857578575000,1,"N/A","N/A"
"ILC","UPCOM","International Labour and Services Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Training & Employment Agencies","2018-08-10",6100391,70498986387,1.72,"N/A","N/A"
"ILS","UPCOM","International Investment Trade and Service Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2018-03-19",36000000,528912000000,-2.8,"N/A","N/A"
"IME","UPCOM","Mechanical and Industrial Construction Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2009-12-01",3599948,507592668000,"N/A","N/A","N/A"
"IMP","HOSE","Imexpharm Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2006-12-04",66705370,4260313323000,-1.56,"N/A","N/A"
"IN4","UPCOM","No 4 Printing Joint Stock Company","Consumer Services","Media","Media","Publishing","2010-05-19",1200000,120000000000,"N/A","N/A","N/A"
"INC","HNX","IDICO Investment Consultancy Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2011-07-14",1800000,37600000000,"N/A","N/A","N/A"
"INN","HNX","Agriculture Printing And Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2010-01-22",18000000,888921000000,-1.01,"N/A","N/A"
"IPA","HNX","I.P.A Investments Group Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2016-06-17",213835775,5174825755000,9.09,6.61,-5.7
"IRC","UPCOM","Industrial Rubber Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2018-01-22",17500000,143500000000,"N/A","N/A","N/A"
"ISG","UPCOM","International Shipping and Labour Cooperation Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2015-09-22",8800000,70400000000,"N/A","N/A","N/A"
"ISH","UPCOM","IDICO Srok Phu Mieng Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2015-06-29",45000000,988785000000,0,"N/A","N/A"
"IST","UPCOM","Tan Cang Song Than ICD Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-01-05",12008672,527180700800,"N/A","N/A","N/A"
"ITA","HOSE","Tan Tao Investment and Industry Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2006-11-15",938463607,7375207579500,0.64,4.33,-50.13
"ITC","HOSE","Investment and Trading of Real Estate Joint stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2009-10-19",87654427,1308211005000,1.67,21,22
"ITD","HOSE","Innovative Technology Development Corporation","Technology","Technology","Technology Hardware & Equipment","Computer Hardware","2011-12-20",21343654,244621859000,0.43,-0.87,-22.17
"ITQ","HNX","Thien Quang Group Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2012-10-01",31843305,162400855500,3.92,7.84,-9.8
"ITS","UPCOM","Vinacomin - Investment, Trading and Service Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2015-12-18",26459924,121927329792,2.17,4.35,"N/A"
"IVS","HNX","Goutai Junan Securities (Vietnam) Corporation","Financials","Financial Services","Financial Services","Investment Services","2011-08-01",69350000,617215000000,2.25,10.11,-1.12
"JOS","UPCOM","Minh Hai Export Frozen Seafood Processing Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2017-07-28",15322723,20594087409,"N/A","N/A","N/A"
"JVC","HOSE","Japan Vietnam Medical Investment and Development Joint Stock Company","Health Care","Health Care","Health Care Equipment & Services","Medical Equipment","2011-06-21",112500171,641250974700,0,4.91,-12.46
"KAC","UPCOM","Khang An Investment Real Estate Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-10-27",23999999,518399978400,"N/A","N/A","N/A"
"KBC","HOSE","Kinh Bac City Development Holding Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2009-12-18",767604759,28401376083000,1.35,-6.89,11.32
"KCB","UPCOM","Cao Bang Mineral and Metallurgical Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2015-12-01",8000000,55200000000,-1.45,-26.09,"N/A"
"KCE","UPCOM","Khanh Hoa Power Centrifugal Concrete Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2011-02-08",1500000,15750000000,"N/A","N/A","N/A"
"KDC","HOSE","KIDO Group Corporation","Consumer Goods","Food & Beverage","Food Producers","Food Products","2005-12-12",279741356,16833646269000,-0.15,-3.71,5.92
"KDH","HOSE","Khang Dien House Trading and Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-02-01",716829995,27490430308250,1.69,-0.39,3.65
"KDM","HNX","GCL Group Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-03-29",7100000,77390000000,"N/A","N/A","N/A"
"KGM","UPCOM","Kien Giang Import & Export Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","2017-09-21",25430000,305160000000,"N/A","N/A","N/A"
"KHA","UPCOM","Khanh Hoi Investment and Services Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2002-08-19",14120309,332218940200,"N/A","N/A","N/A"
"KHB","UPCOM","HoaBinh Mineral Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2010-05-19",29075499,49428348300,"N/A","N/A","N/A"
"KHD","UPCOM","Hai Duong Mineral Eineal Processing Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2016-12-22",3262818,27733953000,"N/A","N/A","N/A"
"KHG","HOSE","Khai Hoan Land Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2021-07-19",443156205,4427130487950,4.1,4.7,1.9
"KHL","UPCOM","Hung Long Mineral And Building Material Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2012-02-21",12000000,19656000000,"N/A","N/A","N/A"
"KHP","HOSE","Khanh Hoa Power Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2006-12-27",60405967,588470610330,1.5,1.9,-18.62
"KHS","HNX","Kien Hung Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2017-12-26",12090969,206755569900,"N/A","N/A","N/A"
