"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap"
"HAV","UPCOM","Hapro Vodka Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Distillers & Vintners","2017-11-30",3297860,16819086000
"HAX","HOSE","Hang Xanh Motors Service Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","2006-12-26",49516982,1204353629100
"HBC","HOSE","Hoa Binh Construction Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2006-12-27",245654354,4999066103900
"HBD","UPCOM","Binh Duong PP Pack Making Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2006-12-29",2011100,26661600000
"HBH","UPCOM","HABECO - Hai Phong Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Brewers","2017-08-10",16000000,132800000000
"HBS","HNX","Hoa Binh Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","2010-07-16",32999980,227699862000
"HC1","UPCOM","Hanoi Construction Joint Stock Company No.1","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2020-01-06",8000000,148800000000
"HC3","UPCOM","HaiPhong Construction Joint Stock Corporation No3","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-07-11",20685717,728137238400
"HCB","UPCOM","March 29 Textile Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2019-12-18",5199274,100865915600
"HCC","HNX","Intimex - Hoa Cam Concrete Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2007-12-24",6518586,67792888800
"HCD","HOSE","HCD Investment Producing And Trading Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2016-07-04",31589802,260615866500
"HCI","UPCOM","Ha Noi Construction Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-09-17",5232000,154344000000
"HCM","HOSE","Ho Chi Minh City Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","2009-05-19",458052367,11933231868900
"HCT","HNX","Hai Phong Cement Transport And Trading Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2007-11-27",2016385,34278545000
"HD2","UPCOM","Housing Development Invesment Joint Stock Company HUD2","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2016-05-16",8962353,105675104223
"HD6","UPCOM","Hanoi Housing Development and Investment Joint Stock Company No. 6","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2020-11-23",14400000,279590400000
"HD8","UPCOM","HUD8 City and Housing Development Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2019-03-15",10000000,79870000000
"HDA","HNX","Dong A Paint Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2010-12-27",23000000,294400000000
"HDB","HOSE","Ho Chi Minh City Development Joint Stock Commercial Bank","Banks","Banks","Banks","Banks","2018-01-05",2007290642,48594850248000
"HDC","HOSE","Ba Ria - Vung Tau House Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2007-10-08",108085693,5025984724500
"HDG","HOSE","Ha Do Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-02-02",203838815,12939652004200
"HDM","UPCOM","Hue Textile Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2010-01-21",10500000,427433480575
"HDO","UPCOM","Hung Dao Container Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2010-06-17",16959879,20150215042
"HDP","UPCOM","HaTinh Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2017-03-16",9461418,120160008600
"HDW","UPCOM","Hai Duong Water Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-11-03",31882470,478237050000
"HEC","UPCOM","Hydraulic Engineering Consultant Corporation II","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2016-12-21",4200000,236460000000
"HEJ","UPCOM","Vietnam Hydraulic Engineering Consultants Corporation - JSC","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-07-14",4400000,101446400000
"HEM","UPCOM","Hanoi Electromechanical Manufacturing Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","2017-01-03",38704650,441233010000
"HEP","UPCOM","Hue Urban Environment and Public Works Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2017-12-15",6000000,207000000000
"HES","UPCOM","Ha Noi Entertaiment Services Corporation","Consumer Services","Travel & Leisure","Travel & Leisure","Recreational Services","2016-12-07",9297450,180370530000
"HEV","HNX","Higher Educational And Vocational Book Joint Stock Company","Consumer Services","Media","Media","Publishing","2007-12-11",1000000,45800000000
"HFB","UPCOM","Ho Chi Minh City Ferry Bridge Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-03-30",9100000,104650000000
"HFC","UPCOM","HFC Petroleum Corporation","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2010-03-01",8198105,113953659500
"HFX","UPCOM","Thanh Ha Production and Import - Export Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","2011-11-10",1270000,8382000000
"HGM","HNX","Ha Giang Mineral and Mechanics Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2009-12-21",12600000,655639600000
"HGT","UPCOM","Huong Giang Tourist Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2020-10-15",20000000,200000000000
"HGW","UPCOM","Hau Giang Water Supply and Sewerage - Projects Urban Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-01-11",24878291,395117017662
"HHC","HNX","Hai Ha Confectionery Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2007-11-20",16425000,1374772500000
"HHG","HNX","Hoang Ha Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2010-07-28",34896354,108178697400
"HHN","UPCOM","Ha Noi Goods Services and Transport Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2016-12-16",1440000,13248000000
"HHP","HOSE","Hai Phong Hoang Ha Paper Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Paper","2018-08-08",30069824,285663328000
"HHR","UPCOM","Ha Hai Railway Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Railroads","2017-02-17",1380000,552000000
"HHS","HOSE","Hoang Huy Investment Services Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","2012-02-15",321448153,2028337845430
"HHV","HOSE","Deo Ca Traffic Infrastructure Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2015-12-18",267384090,3903807714000
"HID","HOSE","Halcom Vietnam Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-07-11",58765032,482797259090
"HIG","UPCOM","HIPT Group Joint Stock Company","Technology","Technology","Software & Computer Services","Software","2009-06-24",22559030,178667517600
"HII","HOSE","An Tien Industries Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2017-06-22",73663016,589304128000
"HJC","UPCOM","Hoa Viet Joint Stock Company","Consumer Goods","Personal & Household Goods","Tobacco","Tobacco","2015-10-14",12853052,89971364000
"HJS","HNX","Nam Mu Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2006-12-20",20999900,734996500000
"HKB","UPCOM","Ha Noi - Kinh bac Agriculture and Food Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2015-04-08",51599999,71723998610
"HKP","UPCOM","Hatien Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2016-04-08",4000000,129200000000
"HKT","HNX","Ego Viet Nam Investment Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2017-01-12",6135029,40491191400
"HLA","UPCOM","Asia Huu Lien Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2008-10-30",34459293,34442993000
"HLB","UPCOM","Halong Beer and Beverage Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Brewers","2017-02-08",3090000,640866000000
"HLC","HNX","Ha Lam -  Vinacomin Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2009-03-05",25415199,353271266100
"HLD","HNX","HUDLAND Real Estate Investment and Development Joint","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2013-03-26",20000000,566000000000
"HLG","UPCOM","HOANG LONG Group","Consumer Goods","Personal & Household Goods","Tobacco","Tobacco","2009-09-09",44375385,269774848500
"HLR","UPCOM","Ha Lang Railways Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Railroads","2016-11-28",1650000,18810000000
"HLS","UPCOM","Hoang Lien Son Technical Ceramic Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2017-10-16",9628634,194498406800
"HLT","UPCOM","Hoang Thi Loan Textile - Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2019-12-27",5500000,99000000000
"HLY","UPCOM","Yen Hung Construction Ceramic Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-12-04",1000000,16098470500
"HMC","HOSE","VNSTEEL - Ho Chi Minh City Metal Corporation","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2006-12-21",27299999,405404985150
"HMG","UPCOM","VNSTEEL - Hanoi Steel Corporation","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2016-09-09",9000000,195300000000
"HMH","HNX","Hai Minh Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2010-07-28",13199847,211986175500
"HMR","HNX","Hoang Mai Stone Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2022-01-13",5612444,52195729200
"HMS","UPCOM","Hochiminh Museum Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-06-05",8000000,240000000000
"HNA","UPCOM","Hua Na Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2017-10-05",235232210,4469176757790
"HNB","UPCOM","Ha Noi Transport Station Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2015-10-22",9500000,159600000000
"HND","UPCOM","Hai Phong Thermal power Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2016-10-05",500000000,8020500000000
"HNF","UPCOM","Huu Nghi Food Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2015-11-03",30000000,575010000000
"HNG","HOSE","Hoang Anh Gia Lai Agricultural Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2015-07-20",1108553895,7194514778550
"HNI","UPCOM","Huu Nghi Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-12-12",11890000,948746108900
"HNM","UPCOM","Ha Noi Milk Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2006-12-27",20000000,209820000000
"HNP","UPCOM","Hanel Plastics Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2016-12-20",5000000,122500000000
"HNR","UPCOM","Hanoi Liquor And Beverage Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Distillers & Vintners","2018-06-08",20000000,240000000000
"HOM","HNX","VICEM Hoang Mai Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2009-07-09",74769131,525583436300
"HOT","HOSE","Hoi An Tourist Service Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2011-07-21",8000000,233198163550
