"symbol","action","fullName","firstName","lastName","amount","asset","disclosureYear","disclosureDate","transactionDate","url"
"ARR","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","ARMOUR Residential REIT, Inc.","2020","2020-04-27","2019-06-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AAPL","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Apple Inc.","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AAPL","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Apple Inc.","2020","2020-04-27","2019-02-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"APLE","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Apple Hospitality REIT, Inc. Common Shares","2020","2020-04-27","2019-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"APLE","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Apple Hospitality REIT, Inc. Common Shares","2020","2020-04-27","2019-03-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"APLE","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Apple Hospitality REIT, Inc. Common Shares","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ARI","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Apollo Commercial Real Estate Finance, Inc","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ARI","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Apollo Commercial Real Estate Finance, Inc","2020","2020-04-27","2019-01-09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AIV","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Apartment Investment and Management Company","2020","2020-04-27","2019-04-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AIV","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Apartment Investment and Management Company","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"APC","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Anadarko Petroleum Corporation","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"APC","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Anadarko Petroleum Corporation","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AOBC","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","American Outdoor Brands Corporation","2020","2020-04-27","2019-01-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMH","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","American Homes 4 Rent Common Shares of Beneficial Interest","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMH","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","American Homes 4 Rent Common Shares of Beneficial Interest","2020","2020-04-27","2019-06-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMED","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Amedisys Inc","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMED","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Amedisys Inc","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMCX","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","AMC Networks Inc. - Class A","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ABEV","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Ambev S.A. American Depositary Shares","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ABEV","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Ambev S.A. American Depositary Shares","2020","2020-04-27","2019-03-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMBA","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Ambarella, Inc. - Ordinary Shares","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMBA","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Ambarella, Inc. - Ordinary Shares","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMBA","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Ambarella, Inc. - Ordinary Shares","2020","2020-04-27","2019-05-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AIMC","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Altra Industrial Motion Corp.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AZSEY","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Allianz SE ADS","2020","2020-04-27","2019-04-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AZSEY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Allianz SE ADS","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AZSEY","sale_full","Hon. Donna Shalala","Donna","Shalala","$15,001 - $50,000","Allianz SE ADS","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AGN","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Allergan plc Ordinary Shares","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AGN","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Allergan plc Ordinary Shares","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ALLE","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Allegion plc Ordinary Shares","2020","2020-04-27","2019-02-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ALLE","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Allegion plc Ordinary Shares","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ALLE","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Allegion plc Ordinary Shares","2020","2020-04-27","2019-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ALLE","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Allegion plc Ordinary Shares","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ALFVY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Alfa-Laval AB Unsponsored ADR","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ALK","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Alaska Air Group, Inc.","2020","2020-04-27","2019-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ALK","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Alaska Air Group, Inc.","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AAGIY","sale_full","Hon. Donna Shalala","Donna","Shalala","$15,001 - $50,000","AIA Group, Ltd. Sponsored American Depository Receipt","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AAGIY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","AIA Group, Ltd. Sponsored American Depository Receipt","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AAGIY","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","AIA Group, Ltd. Sponsored American Depository Receipt","2020","2020-04-27","2019-04-08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AGCO","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","AGCO Corporation","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMD","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Advanced Micro Devices, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AMD","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Advanced Micro Devices, Inc.","2020","2020-04-27","2019-01-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ADDYY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Adidas AG Sponsored ADR","2020","2020-04-27","2019-01-29","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ADDYY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Adidas AG Sponsored ADR","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ADUS","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Addus HomeCare Corporation","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AYI","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Acuity Brands, Inc.","2020","2020-04-27","2019-04-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AYI","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Acuity Brands, Inc.","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ABM","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","ABM Industries Incorporated","2020","2020-04-27","2019-01-09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ABM","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","ABM Industries Incorporated","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ABM","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","ABM Industries Incorporated","2020","2020-04-27","2019-04-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AOS","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","A.O. Smith Corporation","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AOS","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","A.O. Smith Corporation","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AOS","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","A.O. Smith Corporation","2020","2020-04-27","2019-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"--","purchase","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","Intrinsic Exchange Group Inc Convertible Promissory Note","2022","2022-06-16","2022-06-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021148.pdf"
"--","purchase","Hon. Doris O. Matsui","Doris","Matsui","$500,001 - $1,000,000","Nu Holdings Ltd","2021","2021-06-22","2021-06-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018861.pdf"
"--","purchase","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","US Treasury Note 3/15/2021","2021","2021-02-12","2020-10-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"--","sale_full","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","US Treasury Note 11/30/2020","2021","2021-02-12","2020-10-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"--","sale_full","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","US Treasury Note 11/30/2020","2021","2021-02-12","2020-10-09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"--","sale_full","Hon. Doris O. Matsui","Doris","Matsui","$250,001 - $500,000","US Treasury Note 7/15/2021","2021","2021-02-12","2020-09-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"ZM","sale_full","Hon. Doris O. Matsui","Doris","Matsui","$50,001 - $100,000","Zoom Video Communications","2021","2021-02-12","2020-09-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"--","purchase","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","US Treasury Note 5/31/2021","2021","2021-02-12","2020-08-26","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"--","purchase","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","US Treasury Note 8/31/2021","2021","2021-02-12","2020-08-26","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"--","purchase","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","US Treasury Note 2/28/2021","2021","2021-02-12","2020-08-26","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"--","purchase","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","US Treasury Note 11/30/2020","2021","2021-02-12","2020-08-26","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"--","sale_full","Hon. Doris O. Matsui","Doris","Matsui","$500,001 - $1,000,000","US Treasury Note 9/15/2020","2021","2021-02-12","2020-07-31","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"TME","sale_full","Hon. Doris O. Matsui","Doris","Matsui","$1,001 - $15,000","Tencent Music Ent Group ADR","2021","2021-02-12","2020-07-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217852.pdf"
"--","sale_full","Hon. Doris O. Matsui","Doris","Matsui","$250,001 - $500,000","U.S. Treasury Note due 7/15/2021","2021","2021-02-09","2020-12-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018180.pdf"
"--","sale_full","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","U.S. Treasury Note due 5/31/2021","2021","2021-02-09","2021-01-22","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018180.pdf"
"--","sale_full","Hon. Doris O. Matsui","Doris","Matsui","$1,000,000 +","U.S. Treasury Note due 2/28/2021","2021","2021-02-09","2021-01-22","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018180.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc Stock","2022","2022-07-29","2022-07-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","purchase","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc Stock","2022","2022-07-29","2022-07-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","purchase","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc Stock","2022","2022-07-29","2022-07-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc Stock","2022","2022-07-29","2022-07-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc Stock","2022","2022-07-29","2022-07-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","purchase","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc Stock","2022","2022-07-29","2022-07-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc Stock","2022","2022-07-29","20222-07-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$15,001 - $50,000","NetApp Inc Stock","2022","2022-07-29","2022-07-25","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","purchase","Hon. Doug Lamborn","Doug","Lamborn","$15,001 - $50,000","NetApp Inc Stock","2022","2022-07-29","2022-07-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$15,001 - $50,000","NetApp Inc Stock","2022","2022-07-29","2022-07-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219130.pdf"
"NTAP","purchase","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc","2022","2022-06-14","2022-06-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219025.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc","2022","2022-06-14","2022-06-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219025.pdf"
"NTAP","purchase","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc","2022","2022-06-14","2022-06-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219025.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$1,001 - $15,000","NetApp Inc","2022","2022-06-14","2022-06-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219025.pdf"
"NTAP","purchase","Hon. Doug Lamborn","Doug","Lamborn","$15,001 - $50,000","NetApp Inc","2022","2022-06-14","2022-06-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219025.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$15,001 - $50,000","NetApp Inc","2022","2022-06-14","2022-06-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8219025.pdf"
"NTAP","purchase","Hon. Doug Lamborn","Doug","Lamborn","$15,001 - $50,000","NetApp Inc.","2022","2022-03-09","2022-02-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218598.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$15,001 - $50,000","NetApp Inc.","2022","2022-03-09","2022-02-07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218598.pdf"
"NTAP","purchase","Hon. Doug Lamborn","Doug","Lamborn","$15,001 - $50,000","NetApp Inc.","2022","2022-03-09","2022-02-14","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218598.pdf"
"NTAP","sale_full","Hon. Doug Lamborn","Doug","Lamborn","$15,001 - $50,000","NetApp Inc.","2022","2022-03-09","2022-02-07","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218598.pdf"
