symbol,name,lastsale,netchange,pctchange,marketCap,url
CVCY,Central Valley Community Bancorp Common Stock,$20.54,0.14,0.686%,"240,975,506",/market-activity/stocks/cvcy
CVE,Cenovus Energy Inc Common Stock,$20.09,0.20,1.006%,"38,550,439,830",/market-activity/stocks/cve
CVEO,Civeo Corporation (Canada) Common Shares,$29.395,0.105,0.358%,"403,083,670",/market-activity/stocks/cveo
CVGI,"Commercial Vehicle Group, Inc. Common Stock",$7.29,0.39,5.652%,"243,296,329",/market-activity/stocks/cvgi
CVGW,"Calavo Growers, Inc. Common Stock",$34.59,-0.37,-1.058%,"613,338,154",/market-activity/stocks/cvgw
CVI,CVR Energy Inc. Common Stock,$37.005,0.155,0.421%,"3,720,134,816",/market-activity/stocks/cvi
CVII,Churchill Capital Corp VII Class A Common Stock,$9.975,-0.015,-0.15%,"1,720,687,500",/market-activity/stocks/cvii
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",$38.07,-0.24,-0.626%,"513,727,620",/market-activity/stocks/cvlg
CVLT,"Commvault Systems, Inc. Common Stock",$67.06,1.06,1.606%,"2,986,318,468",/market-activity/stocks/cvlt
CVLY,"Codorus Valley Bancorp, Inc Common Stock",$23.82,0.13,0.549%,"227,590,691",/market-activity/stocks/cvly
CVM,Cel-Sci Corporation Common Stock,$3.01,0.04,1.347%,"130,536,061",/market-activity/stocks/cvm
CVNA,Carvana Co. Class A Common Stock,$7.9485,0.2385,3.093%,"842,125,651",/market-activity/stocks/cvna
CVR,Chicago Rivet & Machine Co. Common Stock,$27.97,0.06,0.215%,"27,022,712",/market-activity/stocks/cvr
CVRX,"CVRx, Inc. Common Stock",$13.90,0.52,3.886%,"286,119,866",/market-activity/stocks/cvrx
CVS,CVS Health Corporation Common Stock,$101.8705,-0.0095,-0.009%,"133,854,466,309",/market-activity/stocks/cvs
CVT,Cvent Holding Corp. Common Stock,$5.56,-0.04,-0.714%,"2,694,637,720",/market-activity/stocks/cvt
CVU,"CPI Aerostructures, Inc. Common Stock",$3.28,0.02,0.613%,"40,617,641",/market-activity/stocks/cvu
CVV,CVD Equipment Corporation Common Stock,$5.25,-0.10,-1.869%,"35,494,925",/market-activity/stocks/cvv
CVX,Chevron Corporation Common Stock,$182.86,-0.45,-0.245%,"353,585,144,522",/market-activity/stocks/cvx
CW,Curtiss-Wright Corporation Common Stock,$177.69,1.04,0.589%,"6,806,890,593",/market-activity/stocks/cw
CWAN,"Clearwater Analytics Holdings, Inc. Class A Common Stock",$19.04,0.28,1.493%,"3,604,462,628",/market-activity/stocks/cwan
CWBC,Community West Bancshares Common Stock,$14.90,0.10,0.676%,"130,520,469",/market-activity/stocks/cwbc
CWBR,"CohBar, Inc. Common Stock",$1.63,0.03,1.875%,"4,738,289",/market-activity/stocks/cwbr
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,$14.91,0.35,2.404%,"228,005,330",/market-activity/stocks/cwco
CWEN,"Clearway Energy, Inc. Class C Common Stock",$35.725,0.285,0.804%,"4,172,837,119",/market-activity/stocks/cwen
CWH,"Camping World Holdings, Inc. Class A Common Stock",$27.73,0.20,0.726%,"1,168,326,682",/market-activity/stocks/cwh
CWK,Cushman & Wakefield plc Ordinary Shares,$11.76,0.34,2.977%,"2,654,898,275",/market-activity/stocks/cwk
CWST,"Casella Waste Systems, Inc. Class A Common Stock",$86.04,-0.05,-0.058%,"4,446,568,968",/market-activity/stocks/cwst
CWT,California Water Service Group Common Stock,$65.008,0.078,0.12%,"3,563,998,592",/market-activity/stocks/cwt
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",$4.58,0.01,0.219%,"6,635,406,432",/market-activity/stocks/cx
CXAC,C5 Acquisition Corporation Class A Common Stock,$10.11,UNCH,--,"363,328,125",/market-activity/stocks/cxac
CXDO,"Crexendo, Inc. Common Stock",$2.10,0.01,0.478%,"47,787,951",/market-activity/stocks/cxdo
CXE,MFS High Income Municipal Trust Common Stock,$3.65,-0.02,-0.545%,"115,069,071",/market-activity/stocks/cxe
CXH,MFS Investment Grade Municipal Trust Common Stock,$7.33,0.035,0.48%,"66,778,096",/market-activity/stocks/cxh
CXM,"Sprinklr, Inc. Class A Common Stock",$8.76,0.18,2.098%,"2,277,467,242",/market-activity/stocks/cxm
CXW,"CoreCivic, Inc. Common Stock",$13.325,0.045,0.339%,"1,532,124,024",/market-activity/stocks/cxw
CYAD,Celyad Oncology SA American Depositary Shares,$0.9997,UNCH,--,"22,587,178",/market-activity/stocks/cyad
CYAN,Cyanotech Corporation Common Stock,$1.2671,0.0271,2.185%,"7,947,214",/market-activity/stocks/cyan
CYBN,Cybin Inc. Common Shares,$0.37,-0.0022,-0.591%,"65,327,060",/market-activity/stocks/cybn
CYBR,CyberArk Software Ltd. Ordinary Shares,$155.115,6.045,4.055%,"6,315,713,373",/market-activity/stocks/cybr
CYCC,"Cyclacel Pharmaceuticals, Inc. Common Stock",$0.8225,-0.0049,-0.592%,"10,313,483",/market-activity/stocks/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc. 6% Convertible Preferred Stock",$9.84,-0.16,-1.60%,NA,/market-activity/stocks/cyccp
CYCN,"Cyclerion Therapeutics, Inc. Common Stock",$0.895,-0.055,-5.789%,"38,927,295",/market-activity/stocks/cycn
CYD,China Yuchai International Limited Common Stock,$7.51,0.01,0.133%,"306,843,580",/market-activity/stocks/cyd
CYH,"Community Health Systems, Inc. Common Stock",$3.52,0.09,2.624%,"474,190,390",/market-activity/stocks/cyh
CYN,Cyngn Inc. Common Stock,$0.7898,0.0098,1.256%,"26,601,088",/market-activity/stocks/cyn
CYRN,CYREN Ltd. Ordinary Shares,$0.8801,-0.0005,-0.057%,"7,040,631",/market-activity/stocks/cyrn
CYRX,"CryoPort, Inc. Common Stock",$19.81,0.06,0.304%,"970,686,811",/market-activity/stocks/cyrx
CYT,"Cyteir Therapeutics, Inc. Common Stock",$1.5109,0.0709,4.924%,"53,544,652",/market-activity/stocks/cyt
CYTH,"Cyclo Therapeutics, Inc. Common Stock",$1.4527,-0.0373,-2.503%,"12,321,581",/market-activity/stocks/cyth
CYTHW,"Cyclo Therapeutics, Inc. Warrant",$0.59,-0.024,-3.909%,NA,/market-activity/stocks/cythw
CYTK,"Cytokinetics, Incorporated Common Stock",$41.72,-0.78,-1.835%,"3,948,005,362",/market-activity/stocks/cytk
CYTO,Altamira Therapeutics Ltd. 0.2 Common Shares (Bermuda),$5.8001,0.1501,2.657%,"5,856,436",/market-activity/stocks/cyto
CYXT,"Cyxtera Technologies, Inc. Class A Common Stock",$2.05,0.09,4.592%,"368,215,889",/market-activity/stocks/cyxt
CZFS,"Citizens Financial Services, Inc. Common Stock",$72.37,-0.32,-0.44%,"287,396,612",/market-activity/stocks/czfs
CZNC,Citizens & Northern Corp Common Stock,$23.8376,-0.7024,-2.862%,"369,492,716",/market-activity/stocks/cznc
CZOO,Cazoo Group Ltd Class A Ordinary Shares,$0.2929,0.0229,8.481%,"223,545,562",/market-activity/stocks/czoo
CZR,"Caesars Entertainment, Inc. Common Stock",$51.585,0.775,1.525%,"11,068,392,526",/market-activity/stocks/czr
CZWI,"Citizens Community Bancorp, Inc. Common Stock",$14.54,UNCH,--,"152,431,689",/market-activity/stocks/czwi
D,"Dominion Energy, Inc. Common Stock",$60.3928,-0.7172,-1.174%,"50,323,822,801",/market-activity/stocks/d
DAC,Danaos Corporation Common Stock,$56.15,0.83,1.50%,"1,137,018,072",/market-activity/stocks/dac
DADA,Dada Nexus Limited American Depositary Shares,$5.945,-0.285,-4.575%,"1,519,477,229",/market-activity/stocks/dada
DAIO,Data I/O Corporation Common Stock,$4.26,0.04,0.948%,"37,557,783",/market-activity/stocks/daio
DAKT,"Daktronics, Inc. Common Stock",$3.395,-0.055,-1.594%,"152,889,883",/market-activity/stocks/dakt
DAL,"Delta Air Lines, Inc. Common Stock",$35.48,0.11,0.311%,"22,749,363,084",/market-activity/stocks/dal
DALN,DallasNews Corporation Series A Common Stock,$4.39,UNCH,--,"23,497,431",/market-activity/stocks/daln
DALS,DA32 Life Science Tech Acquisition Corp. Class A Common Stock,$9.79,UNCH,--,"251,113,500",/market-activity/stocks/dals
DAN,"Dana Incorporated Common Stock ",$17.835,0.225,1.278%,"2,556,709,048",/market-activity/stocks/dan
DAO,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",$4.7797,-0.0003,-0.006%,"592,591,775",/market-activity/stocks/dao
DAOO,Crypto 1 Acquisition Corp Class A Ordinary Shares,$10.13,UNCH,--,"291,237,500",/market-activity/stocks/daoo
DAOOU,Crypto 1 Acquisition Corp Unit,$10.13,UNCH,--,NA,/market-activity/stocks/daoou
DAOOW,Crypto 1 Acquisition Corp Warrants,$0.0373,-0.0002,-0.533%,NA,/market-activity/stocks/daoow
DAR,Darling Ingredients Inc. Common Stock,$69.51,-2.32,-3.23%,"11,140,466,265",/market-activity/stocks/dar
DARE,"Dare Bioscience, Inc. Common Stock",$0.9051,0.015,1.685%,"76,752,480",/market-activity/stocks/dare
DASH,"DoorDash, Inc. Class A Common Stock",$59.075,0.825,1.416%,"22,933,940,247",/market-activity/stocks/dash
DATS,"DatChat, Inc. Common Stock",$0.4701,UNCH,--,"9,682,847",/market-activity/stocks/dats
DATSW,"DatChat, Inc. Series A Warrant",$0.065,-0.0124,-16.021%,NA,/market-activity/stocks/datsw
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),$77.615,0.905,1.18%,"4,405,801,970",/market-activity/stocks/dava
DAVE,Dave Inc. Class A Common Stock,$0.4095,0.0021,0.515%,"154,834,751",/market-activity/stocks/dave
DAVEW,Dave Inc. Warrants,$0.033,0.0017,5.431%,NA,/market-activity/stocks/davew
DAWN,"Day One Biopharmaceuticals, Inc. Common Stock",$22.05,0.82,3.862%,"1,621,767,048",/market-activity/stocks/dawn
DB,Deutsche Bank AG Common Stock,$10.52,-0.11,-1.035%,"21,431,344,000",/market-activity/stocks/db
DBD,Diebold Nixdorf Incorporated Common Stock,$2.18,0.03,1.395%,"172,390,177",/market-activity/stocks/dbd
DBGI,"Digital Brands Group, Inc. Common Stock",$3.7499,0.1199,3.303%,"4,024,906",/market-activity/stocks/dbgi
DBGIW,"Digital Brands Group, Inc. Warrant",$2.54,UNCH,--,NA,/market-activity/stocks/dbgiw
DBI,Designer Brands Inc. Class A Common Stock,$12.03,-3.27,-21.373%,"772,730,942",/market-activity/stocks/dbi
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,$14.85,0.14,0.952%,"232,400,094",/market-activity/stocks/dbl
DBRG,"DigitalBridge Group, Inc.",$14.53,0.10,0.693%,"2,323,278,854",/market-activity/stocks/dbrg
DBRG^H,"DigitalBridge Group, Inc. 7.125% Series H ",$19.00,0.50,2.703%,NA,/market-activity/stocks/dbrg^h
DBRG^I,"DigitalBridge Group, Inc. 7.15% Series I ",$19.20,0.16,0.84%,NA,/market-activity/stocks/dbrg^i
DBRG^J,"DigitalBridge Group, Inc. 7.125% Series J ",$18.9908,0.1708,0.908%,NA,/market-activity/stocks/dbrg^j
DBTX,"Decibel Therapeutics, Inc. Common Stock",$3.2433,0.1733,5.645%,"80,967,369",/market-activity/stocks/dbtx
DBVT,DBV Technologies S.A. American Depositary Shares,$1.405,0.055,4.074%,"263,826,235",/market-activity/stocks/dbvt
DBX,"Dropbox, Inc. Class A Common Stock",$23.805,0.245,1.04%,"8,634,939,478",/market-activity/stocks/dbx
DC,Dakota Gold Corp. Common Stock,$3.60,0.22,6.509%,"263,441,704",/market-activity/stocks/dc
DCBO,Docebo Inc. Common Shares,$32.44,0.54,1.693%,"1,067,485,692",/market-activity/stocks/dcbo
DCF,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc. Common Stock",$7.43,-0.02,-0.268%,"111,455,402",/market-activity/stocks/dcf
DCFC,Tritium DCFC Limited Ordinary Shares,$1.53,-0.07,-4.375%,"234,480,742",/market-activity/stocks/dcfc
DCFCW,Tritium DCFC Limited Warrant,$0.4345,0.0145,3.452%,NA,/market-activity/stocks/dcfcw
DCGO,DocGo Inc. Common Stock,$7.45,0.10,1.361%,"766,058,699",/market-activity/stocks/dcgo
DCI,"Donaldson Company, Inc. Common Stock",$60.73,-0.19,-0.312%,"7,437,061,692",/market-activity/stocks/dci
DCO,Ducommun Incorporated Common Stock,$50.21,-0.10,-0.199%,"607,659,897",/market-activity/stocks/dco
DCOM,"Dime Community Bancshares, Inc. Common Stock",$35.65,-0.02,-0.056%,"1,375,151,229",/market-activity/stocks/dcom
DCOMP,"Dime Community Bancshares, Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",$20.76,-0.08,-0.384%,NA,/market-activity/stocks/dcomp
DCP,"DCP Midstream,  LP Common Units ",$39.43,0.09,0.229%,"8,217,076,282",/market-activity/stocks/dcp
DCP^B,DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,$24.95,UNCH,--,NA,/market-activity/stocks/dcp^b
DCP^C,DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,$25.30,-0.15,-0.589%,NA,/market-activity/stocks/dcp^c
DCPH,"Deciphera Pharmaceuticals, Inc. Common Stock",$16.16,0.25,1.571%,"1,092,028,984",/market-activity/stocks/dcph
DCRD,Decarbonization Plus Acquisition Corporation IV Class A Ordinary Share,$10.15,0.01,0.099%,"401,242,188",/market-activity/stocks/dcrd
DCRDW,Decarbonization Plus Acquisition Corporation IV Warrant,$0.6004,-0.0001,-0.017%,NA,/market-activity/stocks/dcrdw
DCT,"Duck Creek Technologies, Inc. Common Stock",$11.38,0.19,1.698%,"1,510,581,405",/market-activity/stocks/dct
DCTH,"Delcath Systems, Inc. Common Stock",$2.85,UNCH,--,"24,503,394",/market-activity/stocks/dcth
DD,"DuPont de Nemours, Inc. Common Stock",$70.38,-0.13,-0.184%,"34,964,006,160",/market-activity/stocks/dd
DDD,3D Systems Corporation Common Stock,$10.30,0.16,1.578%,"1,350,966,180",/market-activity/stocks/ddd
DDF,"Delaware Investments Dividend & Income Fund, Inc. Common Stock",$8.51,-0.02,-0.234%,"64,770,955",/market-activity/stocks/ddf
DDI,"DoubleDown Interactive Co., Ltd. American Depository Shares",$8.91,UNCH,--,"441,521,150",/market-activity/stocks/ddi
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),$4.39,0.02,0.458%,"919,120,204",/market-activity/stocks/ddl
DDOG,"Datadog, Inc. Class A Common Stock",$76.14,0.36,0.475%,"24,179,006,065",/market-activity/stocks/ddog
DDS,"Dillard's, Inc. Common Stock",$356.00,-3.70,-1.029%,"6,087,600,000",/market-activity/stocks/dds
DDT,Dillard's Capital Trust I,$25.5474,0.1474,0.58%,NA,/market-activity/stocks/ddt
DE,Deere & Company Common Stock,$443.01,2.01,0.456%,"133,709,114,286",/market-activity/stocks/de
DEA,"Easterly Government Properties, Inc. Common Stock",$15.90,0.06,0.379%,"1,443,942,934",/market-activity/stocks/dea
DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares,$10.22,0.03,0.294%,"110,605,950",/market-activity/stocks/deca
DECAU,Denali Capital Acquisition Corp. Unit,$10.22,0.01,0.098%,NA,/market-activity/stocks/decau
DECK,Deckers Outdoor Corporation Common Stock,$391.44,-7.44,-1.865%,"10,360,162,626",/market-activity/stocks/deck
DEI,"Douglas Emmett, Inc. Common Stock",$17.49,0.17,0.982%,"3,074,547,948",/market-activity/stocks/dei
DELL,"Dell Technologies Inc. Class C Common Stock ",$44.74,-0.05,-0.112%,"32,792,629,639",/market-activity/stocks/dell
DEN,Denbury Inc. Common Stock,$89.465,-0.295,-0.329%,"4,455,367,110",/market-activity/stocks/den
DENN,Denny's Corporation Common Stock,$12.705,0.165,1.316%,"727,148,746",/market-activity/stocks/denn
DEO,Diageo plc Common Stock,$191.54,4.99,2.675%,"108,882,172,184",/market-activity/stocks/deo
DERM,Journey Medical Corporation Common Stock,$1.80,UNCH,--,"31,867,785",/market-activity/stocks/derm
DESP,"Despegar.com, Corp. Ordinary Shares",$5.49,0.09,1.667%,"363,644,935",/market-activity/stocks/desp
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,$7.7986,0.0686,0.887%,"83,116,738",/market-activity/stocks/dex
DFFN,Diffusion Pharmaceuticals Inc. Common Stock,$6.30,-0.1999,-3.075%,"12,848,485",/market-activity/stocks/dffn
DFH,"Dream Finders Homes, Inc. Class A Common Stock",$9.68,-0.16,-1.626%,"897,916,926",/market-activity/stocks/dfh
DFIN,"Donnelley Financial Solutions, Inc. Common Stock ",$38.745,0.565,1.48%,"1,127,630,528",/market-activity/stocks/dfin
DFLI,Dragonfly Energy Holdings Corp. Common Stock,$8.50,0.08,0.95%,"367,818,188",/market-activity/stocks/dfli
DFLIW,Dragonfly Energy Holdings Corp. Warrant,$0.23,-0.0005,-0.217%,NA,/market-activity/stocks/dfliw
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,$19.855,0.195,0.992%,"407,222,794",/market-activity/stocks/dfp
DFS,Discover Financial Services Common Stock,$106.734,-1.626,-1.501%,"29,162,478,802",/market-activity/stocks/dfs
DG,Dollar General Corporation Common Stock,$231.43,-24.25,-9.485%,"52,204,065,242",/market-activity/stocks/dg
DGHI,Digihost Technology Inc. Common Subordinate Voting Shares,$0.605,0.0148,2.508%,"16,832,802",/market-activity/stocks/dghi
DGICA,"Donegal Group, Inc. Class A Common Stock",$14.77,-0.10,-0.672%,"479,553,483",/market-activity/stocks/dgica
DGICB,"Donegal Group, Inc. Class B Common Stock",$14.81,UNCH,--,"480,852,206",/market-activity/stocks/dgicb
DGII,Digi International Inc. Common Stock,$41.74,-0.73,-1.719%,"1,484,121,339",/market-activity/stocks/dgii
DGLY,"Digital Ally, Inc. Common Stock",$0.3188,0.0012,0.378%,"17,184,406",/market-activity/stocks/dgly
DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,$9.85,UNCH,--,"530,269,904",/market-activity/stocks/dgnu
DGX,Quest Diagnostics Incorporated Common Stock,$153.17,1.34,0.883%,"17,444,143,167",/market-activity/stocks/dgx
DH,Definitive Healthcare Corp. Class A Common Stock,$11.60,0.23,2.023%,"1,218,928,719",/market-activity/stocks/dh
DHAC,Digital Health Acquisition Corp. Common Stock,$10.52,-0.01,-0.095%,"43,406,814",/market-activity/stocks/dhac
DHACU,Digital Health Acquisition Corp. Unit,$10.59,0.18,1.729%,NA,/market-activity/stocks/dhacu
DHACW,Digital Health Acquisition Corp. Warrant,$0.085,-0.0067,-7.306%,NA,/market-activity/stocks/dhacw
DHBC,DHB Capital Corp. Class A common stock,$10.07,UNCH,--,"361,890,625",/market-activity/stocks/dhbc
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,$1.01,0.02,2.02%,"242,100,697",/market-activity/stocks/dhc
DHCA,DHC Acquisition Corp. Class A ordinary share,$10.02,UNCH,--,"387,587,027",/market-activity/stocks/dhca
DHCAW,DHC Acquisition Corp. Warrant,$0.0101,UNCH,--,NA,/market-activity/stocks/dhcaw
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,$12.03,UNCH,--,NA,/market-activity/stocks/dhcni
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,$12.76,0.18,1.431%,NA,/market-activity/stocks/dhcnl
DHF,BNY Mellon High Yield Strategies Fund Common Stock,$2.395,0.035,1.483%,"174,203,999",/market-activity/stocks/dhf
DHHC,DiamondHead Holdings Corp. Class A Common Stock,$10.03,0.015,0.15%,"432,543,750",/market-activity/stocks/dhhc
DHHCU,DiamondHead Holdings Corp. Unit,$10.02,0.02,0.20%,NA,/market-activity/stocks/dhhcu
DHI,"D.R. Horton, Inc. Common Stock",$88.30,2.30,2.674%,"30,405,330,344",/market-activity/stocks/dhi
DHIL,"Diamond Hill Investment Group, Inc. Class A Common Stock",$175.81,-2.15,-1.208%,"530,217,468",/market-activity/stocks/dhil
DHR,Danaher Corporation Common Stock,$273.02,-0.39,-0.143%,"198,748,376,900",/market-activity/stocks/dhr
DHR^B,"Danaher Corporation 5.00% Mandatory Convertible Preferred Stock, Series B","$1,401.35",UNCH,--,NA,/market-activity/stocks/dhr^b
DHT,"DHT Holdings, Inc.",$9.995,-0.135,-1.333%,"1,625,720,123",/market-activity/stocks/dht
DHX,"DHI Group, Inc. Common Stock",$5.74,0.12,2.135%,"274,260,690",/market-activity/stocks/dhx
DHY,Credit Suisse High Yield Bond Fund Common Stock,$1.995,0.015,0.758%,"206,509,901",/market-activity/stocks/dhy
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,$16.14,0.06,0.373%,"586,961,976",/market-activity/stocks/diax
DIBS,"1stdibs.com, Inc. Common Stock",$6.15,0.13,2.159%,"239,424,229",/market-activity/stocks/dibs
DICE,"DICE Therapeutics, Inc. Common Stock",$34.76,-0.05,-0.144%,"1,656,761,709",/market-activity/stocks/dice
DILA,DILA Capital Acquisition Corp. Class A Common Stock,$10.00,UNCH,--,"75,794,750",/market-activity/stocks/dila
DILAW,DILA Capital Acquisition Corp. Warrant,$0.0298,0.0038,14.615%,NA,/market-activity/stocks/dilaw
DIN,"Dine Brands Global, Inc. Common Stock",$74.37,-0.22,-0.295%,"1,166,008,632",/market-activity/stocks/din
DINO,HF Sinclair Corporation Common Stock,$61.775,-0.565,-0.906%,"12,400,128,861",/market-activity/stocks/dino
DIOD,Diodes Incorporated Common Stock,$91.61,-0.62,-0.672%,"4,165,480,408",/market-activity/stocks/diod
DIS,Walt Disney Company (The) Common Stock,$97.40,-0.47,-0.48%,"173,469,400,000",/market-activity/stocks/dis
DISA,Disruptive Acquisition Corporation I Class A Ordinary Shares,$10.02,UNCH,--,"344,437,500",/market-activity/stocks/disa
DISAU,Disruptive Acquisition Corporation I Unit,$10.02,0.01,0.10%,NA,/market-activity/stocks/disau
DISH,DISH Network Corporation Class A Common Stock,$15.71,-0.34,-2.118%,"8,337,394,355",/market-activity/stocks/dish
DIT,AMCON Distributing Company Common Stock,$163.25,3.25,2.031%,"99,754,239",/market-activity/stocks/dit
DJCO,Daily Journal Corp. (S.C.) Common Stock,$275.00,UNCH,--,"378,682,150",/market-activity/stocks/djco
